SigmaE11	SigmaE12	SigmaE21	SigmaE22	SigmaAlpha11	SigmaAlpha12	SigmaAlpha21	SigmaAlpha22	SigmaAlphaBar11	SigmaAlphaBar12	SigmaAlphaBar21	SigmaAlphaBar22	SigmaKappa11	SigmaKappa12	SigmaKappa21	SigmaKappa22	rhoH	S	Ttt	Txx	Tyy	FreeEnergy	InternalEnergy	rho	T	Ax	Ay	Gx	Gy	mu	Q
2862315280156243.5	-876961637089655.0	-715027520715694.4	7303372504198378.0	870255618242552.0	-266625971619765.9	-217456894807117.94	2220411197055783.2	870248186416366.4	-266628305946905.22	-217394431513029.53	2220491474354586.0	264589431759905.44	-81064014807249.78	-66114823074032.26	675085945539483.9	0.10134548448123475	2.637523295934336	-0.573167732584441	0.2865853824151148	0.28658519931880333	-0.28658580327267186	0.573167732584441	0.6593017653661033	0.076	0.0	0.0	0.09999999999999999	0.09999999999999999	6.50548733118922	3.289079282018409
-8337824309224541.0	1.1506046597371622e+16	5597629086528359.0	-7489937195982551.0	-2718234793420685.5	4038980250123406.5	1827218201853819.2	-2471888173853852.0	-2602152010851337.5	3590922665181988.5	1746964345050394.8	-2337534878746910.5	-848334034316387.9	1260525550774641.8	570256621137690.2	-771451705342022.5	0.1040300168783327	2.6804665520803637	-0.5784874680640335	0.2892436211694837	0.2892435721496817	-0.2892429786147463	0.5784874680640335	0.6613345221685918	0.077	0.0	0.0	0.09999999999999999	0.09999999999999999	6.357150964820668	3.204203395671839
-1.5853792578528944e+17	-3.863891985798805e+16	7.158053802283602e+16	1.982855607538383e+16	-5.104859750814671e+16	-1.2643438270182124e+16	2.29754626122344e+16	6484798133750469.0	-5.077160008355193e+16	-1.23740724938399e+16	2.2923590252989996e+16	6350073739813522.0	-1.6348258403607304e+16	-4049047496711515.5	7357867170930292.0	2076749622139264.0	0.10674964120218745	2.723706828964257	-0.5838893760866386	0.291945830707217	0.2919460437672703	-0.2919472561049422	0.5838893760866386	0.6633874995323688	0.078	0.0	0.0	0.09999999999999999	0.09999999999999999	6.214423693244087	3.1225709948945317
-7575868041876712.0	1.927841455195073e+16	7709109290642805.0	-2.0387103839395304e+16	-2538564613436971.0	6198635279413325.0	2588497213603575.5	-6559109073478586.0	-2488771686218577.5	6333211194659820.0	2532543178215595.5	-6697430118769068.0	-833951660540440.6	2036332720069112.2	850355172432015.2	-2154753073662174.8	0.10950435745280371	2.7672465414700453	-0.5893805495742964	0.2946924196253629	0.294692663871867	-0.29469243751513263	0.5893805495742964	0.6654605103132955	0.079	0.0	0.0	0.1	0.1	6.077023104764751	3.0440188964810657
-3338966079720088.0	6584638404274970.0	1541292120644324.5	-4346734179504415.0	-1732431312562756.8	2230110319656060.8	1011904200885621.9	-1472819605454719.5	-1124839229968791.6	2218249426753236.2	519234338040315.4	-1464338663710731.2	-583625786267429.5	751285132827007.2	340892813808335.5	-496167146154868.56	0.11229416563017852	2.81108806722467	-0.5949594370098048	0.29748165039683394	0.2974817242705138	-0.2974809762450828	0.5949594370098048	0.667553367876914	0.08	0.0	0.0	0.1	0.1	5.944684339836451	2.9683940520216145
6820478006177644.0	-2815034126325945.0	-5020621083188600.0	1247294368278137.0	2343904375843834.0	-1078066483456796.1	-1729373945735600.8	479576973840730.0	2355501167797560.5	-972192295898453.6	-1733907625507822.2	430762087115503.0	809484245753048.1	-372318019125029.9	-597251738814973.9	165625359528684.8	0.11511906573431227	2.855233746935507	-0.6006241899096578	0.30031419595616726	0.3003139684099824	-0.3003156297382985	0.6006241899096578	0.6696658861461803	0.081	0.0	0.0	0.1	0.1	5.817158798799948	2.8955528018500734
-4664611230040883.0	3044426801282585.5	4357931584749917.5	-2635345113628922.0	-805029895104077.4	1057928359008691.6	737831362889789.0	-982562343998605.5	-1650979313283504.2	1077535816351273.9	1542433986521926.8	-932746600176147.1	-284930005491576.9	374440172936771.6	261145946950039.53	-347765338621548.4	0.11797905776520638	2.8996858847356752	-0.6063804043037392	0.3031919544095113	0.3031915093481339	-0.30319171789207144	0.6063804043037392	0.6717978796474853	0.082	0.0	0.0	0.1	0.1	5.694212959254572	2.825360192287081
-2.897473800858173e+16	2.328271176365603e+16	3.643018773991686e+16	-2.9488146229453524e+16	-1.0597484410519302e+16	9093081719482138.0	1.3328711584092504e+16	-1.1529219989941368e+16	-1.050688976529518e+16	8442833404237206.0	1.3210403027594132e+16	-1.069306309944919e+16	-3842885497628378.0	3297355345374394.0	4833289718995732.0	-4180753713054233.0	0.12087414172285796	2.9444467485368504	-0.6122243685724874	0.30611380340009353	0.3061135306196343	-0.30611387511111227	0.6122243685724874	0.6739491635550411	0.083	0.0	0.0	0.1	0.1	5.575627292560632	2.7576893501144335
1.7438274487932288e+16	-1.80592246768678e+16	-1.9983643439194724e+16	2.06439119730898e+16	6914200802521273.0	-6645747629842821.0	-7944329302220673.0	7591082286493073.0	6476801019679635.0	-6707429962907415.0	-7422184017888887.0	7667416303718165.0	2568023736467144.0	-2468316750908264.5	-2950626804326365.5	2819426287139496.0	0.12380431760727169	2.9895185703888667	-0.6181594250299272	0.3090799776462382	0.3090796981192545	-0.3090796886163609	0.6181594250299272	0.6761195537336233	0.08399999999999999	0.0	0.0	0.1	0.1	5.461195270088748	2.6924209088631423
-2344287961143085.0	3963054262800386.0	-3461194678435543.0	-9919945060910084.0	-812365101999202.0	1499387618703042.8	-1333378094857741.0	-3772100247013869.5	-891553238806593.4	1507184237657866.5	-1316322643313273.8	-3772641968235590.0	-308949561566523.94	570230240413545.1	-507095364873404.8	-1434562753412142.5	0.12676958541844263	3.0349035468457197	-0.6241831371701239	0.31209220370907664	0.3120921827586012	-0.31209253109157953	0.6241831371701239	0.6783088667798172	0.085	0.0	0.0	0.1	0.1	5.3507224508198945	2.629442482067589
